Cust_ID,Buy_product,Name,Newsletter_Subscription,Year_Birth,Membership,Preferred_Game_Genre,FidelityPoints,S1_GameplayExperience,S2_GameMechanics,S3_GameBalance,S4_GameLength,S5_MaterialQuality,S6_ValueForPrice,S7_Artwork_Design,S8_ThemeIntegration,S9_PlayerIteration,S10_LevelAdjust,S11_RuleClarity,S12_StrategicThinking,S13_ReplayValue,S14_Recommendation
213,1,Mr. Ernest Hurst,yes,1978.0,Premium,Party,5457,5,2,2,2,5,5,5,5,4,2,1,5,4,5
214,0,Mr. Bernard Garcia,yes,2005.0,Premium,Strategy,5690,3,5,3,5,2,2,3,2,1,5,4,1,3,2
215,0,Ms. Katherine Wilson,yes,2007.0,Premium,Strategy,3552,4,5,5,5,4,4,4,3,3,3,3,4,4,4
216,0,Mr. Kenneth Mullins,yes,1976.0,Non-Premium,Party,5468,3,3,3,3,4,3,4,4,5,5,1,3,3,4
217,1,Ms. Anita Erickson,yes,1986.0,Premium,Strategy,6706,2,2,3,2,5,4,4,5,5,5,5,1,5,2
218,0,Ms. Michelle Hernandez,no,2003.0,Premium,Party,5242,2,4,3,4,4,3,4,4,3,1,4,2,4,4
219,0,Mr. Jay Sutton,yes,2006.0,Non-Premium,Party,5195,2,5,2,4,3,2,3,3,2,1,2,3,4,3
220,1,Ms. Stephanie Jones,yes,1971.0,Premium,Strategy,3969,4,4,4,4,4,4,4,4,4,4,4,5,4,5
221,1,Ms. Deborah Griffin,yes,1993.0,Non-Premium,Party,5214,5,5,5,5,2,4,5,4,4,4,4,3,4,4
222,0,Mr. Justin Strickland,yes,1969.0,Non-Premium,Party,5314,2,5,2,3,3,2,3,3,1,1,2,2,2,3
223,1,Ms. Brittany Galvan,yes,1976.0,Premium,Strategy,3595,3,3,3,3,5,5,4,4,4,4,4,5,4,5
224,0,Ms. Felicia Herrera,yes,1982.0,Premium,Strategy,5535,3,2,2,2,4,4,3,3,3,3,3,1,3,1
225,0,Mr. Michael Wilcox,yes,1984.0,Premium,Party,4529,1,3,3,3,1,1,1,1,4,2,1,2,1,1
226,0,Ms. Elizabeth Logan,no,,Premium,Strategy,5308,4,4,4,3,4,4,4,4,4,5,3,4,4,4
227,0,Mr. Andrew Shields,no,2001.0,Premium,Party,5736,2,5,2,4,2,2,2,2,5,1,3,1,3,2
228,1,Mr. Justin Hensley,yes,1977.0,Premium,Party,5560,4,4,4,4,4,4,4,4,3,1,5,5,3,4
229,1,Ms. Bridget Beck,no,1993.0,Premium,Strategy,4678,5,5,5,3,4,0,4,4,4,2,5,3,4,4
230,0,Ms. Lori Ballard,yes,1996.0,Premium,Thematic,5048,2,4,4,4,2,2,2,2,1,3,4,1,4,2
231,0,Mr. Stephen Sullivan,yes,1972.0,Non-Premium,Party,4966,1,5,1,4,4,1,4,4,4,2,5,4,5,4
232,0,Mr. Brian Hayes,yes,1951.0,Non-Premium,Party,4975,3,4,3,4,5,3,5,5,2,1,4,2,4,5
233,1,Ms. Stephanie Adams,yes,2007.0,Non-Premium,Party,4978,4,4,4,4,2,1,2,4,4,4,4,1,4,3
234,0,Mr. Scott Clark,yes,1955.0,Non-Premium,Party,5286,2,5,2,1,5,2,5,5,3,5,4,4,4,5
235,0,Ms. Amy Pearson,yes,1998.0,Premium,Party,4894,2,2,2,2,2,2,3,2,4,2,4,2,4,2
236,1,Mr. Joseph Robles,yes,1997.0,Premium,Thematic,5215,5,5,5,5,5,5,4,5,1,2,2,2,5,5
237,1,Mr. Jordan Green,yes,1967.0,Premium,Strategy,3694,4,4,4,4,5,5,5,4,3,5,3,5,3,5
238,1,Mr. Brian Barton,yes,1984.0,Premium,Strategy,5510,5,5,5,5,4,5,4,3,3,4,3,5,3,3
239,1,Ms. Sara Anderson,yes,1980.0,Premium,Strategy,6444,3,3,3,3,4,5,5,5,5,5,5,5,5,5
240,1,Ms. Vickie Simpson,yes,1952.0,Non-Premium,Party,5500,2,2,2,2,4,5,5,5,5,5,5,3,5,3
241,1,Ms. Jessica Goodman,no,1998.0,Premium,Party,5395,0,0,0,2,2,0,2,2,3,2,3,2,2,2
242,1,Mr. Ronnie Miller,yes,1986.0,Premium,Party,5739,3,2,3,2,3,3,3,3,4,5,5,4,5,3
243,1,Ms. Catherine Carrillo,yes,1993.0,Premium,Strategy,1963,4,4,4,4,4,4,4,4,4,2,2,3,1,4
244,1,Ms. Ariel Mckee,yes,2008.0,Non-Premium,Party,5123,4,4,4,4,5,4,4,5,5,5,5,3,5,4
245,0,Ms. Lynn Blevins,no,1999.0,Premium,Party,4707,3,1,3,3,4,3,4,4,2,4,3,1,4,4
246,1,Ms. Jamie Erickson,yes,2012.0,Non-Premium,Party,4647,1,1,4,1,5,3,1,5,5,5,5,3,5,2
247,1,Ms. Heather Myers,yes,1960.0,Premium,Strategy,5411,2,2,3,2,1,1,5,3,3,4,3,4,3,4
248,1,Mr. James Jacobs,yes,1963.0,Premium,Strategy,4848,2,1,2,2,4,4,5,2,2,2,2,3,2,3
249,0,Mr. Michael Myers,yes,1951.0,Premium,Strategy,6927,1,3,3,3,2,2,2,4,4,4,1,1,4,3
250,1,Ms. Tonya Murphy,no,1999.0,Premium,Party,4828,0,0,0,1,5,0,5,5,4,4,4,5,4,5
251,0,Mr. James Brown,yes,1943.0,Premium,Thematic,5498,3,4,3,4,3,3,3,3,1,4,4,2,3,3
252,0,Ms. Sheila Anderson,yes,1973.0,Premium,Strategy,5329,3,1,2,1,1,2,3,3,3,3,3,3,3,1
253,0,Mr. Michael Mathews,yes,1972.0,Premium,Strategy,6173,2,3,3,3,1,2,3,2,2,2,2,4,2,2
254,0,Ms. Holly Christian,no,1983.0,Premium,Party,5312,2,4,2,4,2,2,2,2,3,2,4,3,4,2
255,1,Ms. Kelsey Nichols DDS,yes,2006.0,Non-Premium,Strategy,4386,4,4,4,4,1,4,2,5,5,5,5,4,5,5
256,0,Ms. Sierra Myers,yes,1941.0,Premium,Party,6439,1,2,2,2,4,3,4,1,1,1,1,1,1,4
257,0,Ms. Heather Pearson,yes,1993.0,Non-Premium,Party,3884,4,4,4,1,2,4,2,2,4,4,3,5,4,2
258,0,Ms. Donna Shaw,yes,1964.0,Premium,Thematic,6639,4,1,1,1,2,3,3,4,4,4,4,4,4,4
259,0,Mr. Shane Armstrong Jr.,yes,1971.0,Non-Premium,Thematic,4967,2,5,2,3,5,2,5,5,5,2,5,4,4,5
260,0,Mr. Ian Thompson,yes,2005.0,Non-Premium,Thematic,5372,3,4,3,2,4,3,4,4,5,2,5,3,5,4
261,1,Mr. Brandon David,yes,1987.0,Premium,Strategy,3309,3,3,3,3,5,4,4,5,5,5,5,5,5,3
262,1,Ms. Natasha Luna,yes,1982.0,Premium,Party,3350,5,2,4,2,5,5,5,5,5,3,5,5,2,5
263,1,Ms. Paige Hull,yes,1979.0,Non-Premium,Party,5891,4,4,5,4,2,3,4,5,5,5,5,3,5,4
264,0,Mr. Michael Lucas,yes,1953.0,Non-Premium,Party,5517,2,3,2,1,2,2,5,2,5,2,5,2,4,2
265,0,Ms. Carolyn Donaldson,yes,1966.0,Premium,Strategy,6196,3,2,2,2,4,4,3,3,3,2,3,1,3,4
266,1,Mr. Anthony Hogan,yes,1972.0,Premium,Strategy,3673,4,5,4,4,2,5,4,4,4,4,4,4,4,3
267,0,Mr. Joseph Lopez,yes,1987.0,Non-Premium,Party,5901,1,2,1,2,3,1,3,3,2,3,2,3,1,3
268,1,Ms. Debbie Eaton,yes,1961.0,Premium,Party,6204,3,4,4,4,2,5,2,3,3,3,3,3,3,3
269,1,Ms. Veronica Webb,yes,1973.0,Premium,Strategy,3187,3,3,3,3,5,5,4,5,5,5,5,4,5,5
270,0,Ms. Tina Cochran,yes,2010.0,Non-Premium,Party,5068,2,5,2,3,2,1,5,3,3,5,5,5,5,5
271,0,Ms. Sara Peterson,yes,1972.0,Premium,Party,6400,4,2,2,2,2,4,3,4,4,4,4,3,4,2
272,1,Mr. Steven Brown,yes,1952.0,Premium,Strategy,6789,4,4,4,4,1,4,3,5,5,5,3,3,5,1
273,0,Ms. Barbara Jenkins,no,1985.0,Premium,Party,4935,3,3,3,4,4,3,4,4,2,2,4,3,4,4
274,0,Mr. Brian Turner,no,1976.0,Premium,Party,4860,2,1,2,2,5,2,5,5,3,5,1,1,1,5
275,0,Mr. David Jones,no,1998.0,Premium,Party,4676,3,3,3,5,4,3,4,4,3,4,5,3,4,4
276,0,Mr. Timothy Alvarez,yes,1975.0,Non-Premium,Thematic,5255,3,4,3,3,3,3,3,3,5,4,4,4,4,3
277,1,Ms. Angela Chang,yes,1957.0,Non-Premium,Thematic,5659,4,4,4,4,5,4,5,4,4,4,4,5,4,3
278,0,Ms. Madeline Allen,yes,1971.0,Premium,Party,4858,3,2,2,2,2,4,4,3,3,3,3,4,3,4
279,1,Ms. Tammy Johnson,yes,1982.0,Non-Premium,Party,5319,0,0,0,1,3,0,3,3,3,2,5,1,3,3
280,1,Ms. Chloe Lambert,yes,1980.0,Non-Premium,Party,5082,2,2,2,2,4,4,4,4,4,4,4,5,4,4
281,1,Ms. Sarah Williams,yes,1974.0,Premium,Strategy,5895,3,3,3,3,5,5,4,4,4,4,4,4,4,5
282,1,Ms. Whitney Graves,no,2000.0,Premium,Strategy,4732,5,4,5,2,3,5,3,3,5,4,5,3,5,3
283,0,Mr. John Ramos,yes,1985.0,Premium,Strategy,6423,3,1,3,1,4,4,3,3,3,3,3,3,3,2
284,1,Mr. Jason Warner,yes,1975.0,Premium,Strategy,5363,1,1,1,1,2,4,5,5,5,5,5,4,5,5
285,1,Ms. Lindsey Raymond,yes,1993.0,Non-Premium,Party,4624,3,3,3,3,5,4,5,4,4,4,5,4,4,3
286,1,Ms. Elizabeth Valdez,yes,,Non-Premium,Party,4849,3,3,4,3,3,4,5,4,4,4,4,3,4,5
287,1,Ms. Carol Martinez,yes,1986.0,Premium,Party,5100,5,5,5,5,5,5,5,5,1,1,2,4,2,5
288,0,Ms. Victoria Moore,yes,1985.0,Premium,Party,5239,4,5,5,5,4,4,4,4,4,5,4,2,3,4
289,1,Mr. Christopher Conway,yes,1997.0,Premium,Strategy,5068,3,5,3,3,5,5,5,5,3,2,4,5,5,5
290,0,Ms. Nicole Garcia,yes,1978.0,Premium,Strategy,6618,3,5,5,5,1,4,4,3,3,4,3,1,3,1
291,0,Ms. Andrea Smith,yes,1957.0,Non-Premium,Party,6398,4,2,4,4,3,3,4,2,2,4,2,2,2,4
292,0,Ms. Mrs. Julia Peterson,yes,1967.0,Premium,Party,5088,2,3,3,3,1,4,4,2,2,2,2,3,2,1
293,0,Mr. Thomas Smith,yes,2005.0,Non-Premium,Party,4825,4,3,3,3,3,3,3,3,4,4,3,1,2,3
294,0,Mr. Michael Werner,yes,1970.0,Non-Premium,Party,5187,3,2,3,2,4,3,4,4,3,2,2,4,2,4
295,1,Ms. Diane Cox,yes,1982.0,Non-Premium,Party,5575,1,1,2,1,4,4,4,5,5,5,5,3,5,5
296,0,Mr. Shawn Delgado,yes,2001.0,Non-Premium,Party,4395,2,4,2,1,2,2,2,2,3,5,4,3,4,2
297,1,Mr. Marcus Nelson,yes,1980.0,Premium,Strategy,6768,5,5,5,5,4,5,5,4,4,4,4,3,4,5
298,0,Ms. Suzanne Charles,no,1980.0,Premium,Strategy,5506,3,3,3,2,2,3,2,2,1,3,4,3,3,2
299,1,Ms. Amy Keith,yes,1972.0,Premium,Strategy,5124,1,1,1,1,2,5,4,4,4,4,4,3,4,5
300,0,Mr. Bryan Clark,no,1971.0,Premium,Party,4753,4,4,4,3,2,4,2,2,1,2,3,2,4,2
301,0,Mr. Javier Reynolds,yes,1981.0,Non-Premium,Party,5922,2,5,0,4,3,0,1,3,4,3,5,4,4,3
302,1,Ms. Kari Lester,no,2001.0,Premium,Party,4840,0,0,0,1,3,0,3,3,4,2,5,3,4,3
303,0,Mr. Timothy Barrett,yes,1963.0,Premium,Party,4937,1,1,2,2,1,1,1,1,2,1,4,3,3,1
304,1,Ms. Amy Weaver,no,1993.0,Premium,Strategy,5193,4,5,5,1,5,5,5,5,3,2,4,4,4,5
305,0,Ms. Debra Schaefer,yes,1996.0,Premium,Strategy,4093,2,3,3,3,2,2,2,2,2,1,2,2,3,2
306,0,Mr. David Cooper,no,1982.0,Premium,Strategy,5150,3,3,3,3,2,3,2,2,4,2,2,2,2,2
307,1,Mr. Richard Bridges,yes,1974.0,Premium,Party,5562,4,3,4,4,4,4,4,4,4,5,1,1,5,4
308,0,Mr. Collin Ward,yes,1992.0,Non-Premium,Party,5358,2,3,2,2,2,2,2,2,5,3,4,3,4,2
309,1,Ms. Mary Johnson,yes,1981.0,Premium,Strategy,4128,1,1,1,1,5,5,5,4,4,4,4,5,4,5
310,1,Mr. Gregory Barnes,yes,1969.0,Premium,Strategy,4105,4,4,4,4,2,5,5,5,5,5,5,3,5,4
311,1,Ms. Maria Torres,yes,1979.0,Premium,Strategy,5300,3,3,3,3,3,5,4,4,4,4,4,3,4,5
312,1,Ms. Laura Daniel,yes,1976.0,Premium,Strategy,2467,1,1,1,1,5,5,5,4,5,4,4,5,5,5
313,0,Ms. Michelle Wells,no,2001.0,Premium,Party,4355,2,2,2,3,2,4,4,2,4,2,2,4,4,4
314,1,Mr. Christian Kelly,yes,1968.0,Premium,Strategy,5104,1,1,1,1,4,5,5,5,5,5,4,3,5,3
315,1,Ms. Monique Henson,yes,1985.0,Premium,Strategy,4145,5,5,5,5,4,4,5,5,5,5,5,3,5,5
316,0,Mr. Alex White,yes,2008.0,Non-Premium,Party,5371,3,3,3,3,2,3,2,2,3,5,3,5,3,2
317,1,Ms. Sandra Williams,yes,1983.0,Premium,Strategy,4674,3,3,3,3,5,4,5,5,5,5,5,3,5,3
318,1,Ms. Sandra Mills,yes,1997.0,Premium,Strategy,4533,3,3,3,3,4,4,4,4,5,5,3,4,4,4
319,0,Ms. Melanie Lyons,yes,1999.0,Premium,Thematic,5115,0,4,4,4,0,1,2,0,4,1,3,2,3,0
320,1,Mr. Gavin Nelson,yes,1966.0,Premium,Strategy,5366,4,4,4,4,4,5,5,5,5,5,5,5,5,3
321,1,Mr. Thomas Dalton,yes,2013.0,Premium,Strategy,4012,3,3,3,3,2,2,2,2,5,5,3,3,4,2
322,1,Mr. Ivan Brooks,yes,1982.0,Premium,Party,4830,5,3,3,3,6,5,5,5,1,3,1,4,3,5
323,1,Mr. Sean Rogers,yes,1961.0,Non-Premium,Party,5035,4,5,4,2,4,4,4,4,4,2,4,4,4,4
324,1,Ms. Desiree Ali,yes,2003.0,Non-Premium,Thematic,5550,4,2,1,2,4,4,4,4,2,3,4,5,3,4
325,1,Mr. Ryan Ruiz,no,1998.0,Premium,Party,4299,4,4,4,3,1,4,1,1,3,4,3,3,4,1
326,0,Ms. Heather Holmes,no,1983.0,Premium,Thematic,5796,4,4,4,4,1,4,1,1,2,5,4,5,5,1
327,1,Ms. Amy Stewart,no,1998.0,Premium,Party,4619,5,5,5,2,5,5,5,5,5,2,4,3,5,5
328,0,Ms. Kimberly Griffin,yes,2000.0,Premium,Strategy,1999,1,5,5,5,1,1,1,1,1,1,2,1,2,1
329,0,Ms. Victoria Hendrix,no,1983.0,Premium,Party,5630,2,4,2,1,2,2,2,2,5,2,2,4,1,2
330,1,Mr. Jason Robinson,yes,1974.0,Non-Premium,Party,5585,4,3,4,4,5,4,5,5,4,3,4,2,4,5
331,1,Mr. Robert Perry,yes,1965.0,Premium,Strategy,4541,2,2,2,2,3,5,5,5,5,5,5,5,5,4
332,1,Mr. David Lopez,yes,1990.0,Premium,Strategy,3776,1,1,1,1,4,4,4,4,5,2,5,3,5,4
333,0,Mr. Michael Smith,yes,1996.0,Non-Premium,Party,4975,2,1,2,4,4,2,4,4,1,1,4,4,3,4
334,1,Mr. William Greer,yes,1965.0,Premium,Strategy,3713,4,4,4,4,4,4,4,5,2,4,5,4,5,4
335,1,Ms. Tina Gill,yes,1977.0,Premium,Strategy,6508,3,3,3,3,3,4,5,4,4,4,4,5,4,5
336,1,Mr. Richard Hamilton,yes,1972.0,Premium,Strategy,3442,4,4,4,4,1,1,4,4,4,4,4,5,4,1
337,1,Ms. Nichole Reed,yes,1986.0,Premium,Party,5483,4,2,2,2,4,4,4,4,2,4,4,2,4,4
338,0,Ms. Jillian Burgess,yes,1979.0,Premium,Party,5754,2,1,1,1,1,4,4,2,2,2,2,1,2,1
339,1,Mr. John Smith,yes,1997.0,Premium,Strategy,5625,5,5,5,5,4,4,4,4,3,2,5,4,5,4
340,0,Mr. William Carson,yes,1972.0,Non-Premium,Party,5241,3,4,3,2,4,3,4,4,5,1,2,3,3,4
341,1,Mr. Caleb Wilkinson,yes,1980.0,Premium,Strategy,3257,4,4,4,4,2,4,4,5,5,5,5,4,5,4
342,1,Ms. Megan Pollard,yes,1987.0,Premium,Party,6024,4,2,3,2,4,4,4,4,3,4,2,1,1,4
343,1,Ms. Eileen May,y,,Premium,Strategy,6290,5,5,5,5,2,4,4,4,4,4,4,4,4,5
344,0,Ms. Kelsey Kennedy,yes,1979.0,Premium,Strategy,6147,2,3,3,3,2,4,3,2,2,2,2,4,2,3
345,1,Ms. Sandra Berry,yes,1988.0,Premium,Strategy,4521,1,1,1,1,3,5,4,4,4,5,4,3,4,4
346,1,Ms. Dana Ashley,yes,1982.0,Premium,Strategy,4017,2,2,2,2,2,5,5,4,4,4,4,5,4,5
347,1,Ms. Monica Brady,yes,1965.0,Non-Premium,Party,5248,5,2,5,5,4,5,4,5,5,5,5,4,5,4
348,0,Ms. Jade Zavala,yes,2005.0,Non-Premium,Party,2855,2,3,1,3,1,3,3,4,4,5,1,3,2,3
349,0,Mr. Taylor Winters,yes,1984.0,Premium,Thematic,4110,1,1,1,1,1,1,1,3,4,4,3,1,1,1
350,1,Mr. Scott Boyle,yes,1977.0,Non-Premium,Thematic,4320,0,3,0,2,1,0,1,1,5,5,1,2,1,1
351,1,Ms. Kimberly Yoder,yes,1994.0,Non-Premium,Party,4406,4,5,4,2,4,4,4,4,3,2,4,5,5,4
352,0,Mr. Charles Yu,yes,2013.0,Non-Premium,Party,5103,2,5,2,4,4,2,4,4,3,4,4,3,5,4
353,0,Ms. Katie Jones,yes,1996.0,Premium,Strategy,5117,4,1,1,1,4,3,4,4,2,4,3,1,4,4
354,1,Ms. Vicki Lynch,yes,1973.0,Premium,Strategy,4873,5,5,3,5,3,5,4,4,4,4,4,4,4,4
355,1,Ms. Katelyn Noble,yes,1962.0,Premium,Strategy,3723,3,3,2,3,3,4,4,5,5,5,5,5,5,4
356,1,Ms. Sharon Peterson,yes,1954.0,Premium,Thematic,5545,4,5,5,5,1,4,2,4,4,4,4,1,4,3
357,0,Ms. Chloe Russell,no,2001.0,Premium,Party,5450,4,3,4,2,3,4,1,3,4,4,2,4,2,3
358,1,Mr. Keith Taylor,yes,1984.0,Premium,Party,5079,4,2,2,2,4,5,4,4,2,5,2,5,2,4
359,0,Mr. Brian Hernandez,yes,1951.0,Non-Premium,Thematic,5413,1,4,1,4,2,1,2,2,3,5,4,3,4,2
360,0,Mr. Charles Walker,yes,2005.0,Premium,Party,4985,1,5,5,5,1,1,2,1,1,1,3,2,3,1
361,0,Ms. Anna Rodriguez,yes,1994.0,Premium,Strategy,1568,3,3,3,3,3,3,3,3,1,2,4,2,4,3
362,0,Mr. Justin Welch,no,1972.0,Premium,Strategy,3996,2,2,2,2,5,2,5,5,4,3,4,4,4,5
363,0,Ms. Tracy Atkinson,yes,1996.0,Premium,Strategy,5289,3,1,1,1,3,3,3,3,1,4,3,2,3,3
364,0,Ms. Caitlin Perry,yes,1963.0,Premium,Party,6663,2,2,2,2,5,3,3,2,2,2,2,3,2,1
365,0,Ms. Lisa Chen,yes,1970.0,Premium,Strategy,5368,2,1,1,1,3,3,3,2,2,2,2,3,2,4
366,0,Mr. Darryl Acosta,yes,1996.0,Non-Premium,Party,4697,3,5,3,2,5,3,5,5,2,5,5,4,1,5
367,1,Ms. Jennifer Cline,no,2011.0,Premium,Party,4527,0,0,0,2,1,0,1,1,3,2,4,5,4,1
368,0,Mr. Franklin Knight DVM,yes,1958.0,Non-Premium,Party,4825,3,5,3,2,3,3,3,3,4,3,4,3,1,3
369,1,Ms. Maria Thomas,yes,1959.0,Non-Premium,Party,6664,1,4,1,1,4,4,4,4,2,4,1,4,1,4
370,1,Mr. Derek Thompson,yes,1967.0,Premium,Strategy,5856,5,5,5,5,2,5,5,5,5,5,5,3,5,4
371,1,Ms. Kaitlyn Phillips,yes,1997.0,Non-Premium,Party,3947,1,1,1,1,4,5,4,4,2,4,3,2,5,4
372,1,Ms. Kerry Collier,yes,2000.0,Non-Premium,Party,5175,1,1,1,1,1,2,2,4,4,4,4,1,4,5
373,1,Ms. Kimberly Nicholson,yes,1973.0,Premium,Strategy,5958,1,1,1,1,5,5,4,4,4,4,4,3,4,3
374,1,Ms. Elizabeth Jones,yes,,Premium,Strategy,4042,2,2,2,2,2,5,4,4,4,4,4,5,4,4
375,0,Mr. Benjamin Young,no,2001.0,Premium,Party,4822,2,2,2,1,5,2,5,5,1,1,5,2,1,5
376,0,Ms. Megan Lee,no,1996.0,Premium,Strategy,5280,3,0,3,2,3,3,3,3,4,4,4,3,4,3
377,1,Ms. Whitney Hampton,yes,2004.0,Non-Premium,Party,5119,4,4,4,4,3,5,5,4,4,4,4,5,4,5
378,0,Mr. Michael Walton II,yes,1964.0,Non-Premium,Party,5489,3,4,3,4,2,3,2,2,3,4,2,5,3,2
379,1,Mr. Matthew Romero,yes,1967.0,Premium,Strategy,4679,4,4,4,4,2,4,4,3,3,4,3,4,3,3
380,0,Ms. Nicole Cole,yes,1990.0,Premium,Strategy,2893,3,3,3,3,3,3,3,3,3,3,3,3,4,3
381,0,Mr. Daniel Hart,yes,2014.0,Non-Premium,Party,4431,2,4,2,3,4,2,4,4,4,3,4,4,5,4
382,1,Ms. Carrie Baker,yes,1961.0,Non-Premium,Party,6658,5,5,5,5,3,5,4,4,4,4,4,5,4,3
383,1,Mr. Daniel Mills,yes,1998.0,Premium,Strategy,5167,4,4,4,4,5,5,5,5,3,5,4,5,4,5
384,1,Ms. Angela Peterson,yes,1993.0,Premium,Strategy,3190,2,2,2,2,5,5,5,5,3,5,1,5,4,5
385,0,Mr. William Reyes,yes,1989.0,Non-Premium,Party,5426,1,1,1,4,3,1,3,3,1,2,4,2,4,3
386,1,Ms. Maria Liu,yes,1951.0,Non-Premium,Party,6915,5,5,5,5,2,4,4,4,4,4,4,3,4,5
387,1,Mr. Christopher Salazar,no,1998.0,Premium,Party,5466,4,4,4,3,3,4,3,3,4,1,2,2,4,3
388,1,Mr. Parker Steele,yes,1991.0,Premium,Strategy,3378,2,2,4,2,5,4,4,3,3,3,5,4,3,4
389,0,Mr. Robert Fisher,no,1998.0,Premium,Party,5157,2,4,2,3,2,2,2,2,2,4,4,4,4,2
390,0,Ms. Cassandra Drake,yes,2003.0,Non-Premium,Thematic,4610,1,4,1,1,1,2,2,3,3,5,4,2,3,2
391,0,Mr. Michael Camacho,yes,1992.0,Non-Premium,Party,4926,2,4,2,3,3,2,3,3,3,4,4,4,4,3
392,0,Ms. Whitney Moran,no,1995.0,Premium,Strategy,5638,2,4,2,4,4,2,4,4,5,3,4,5,5,4
393,1,Ms. Candace Dyer,yes,1969.0,Premium,Strategy,6609,0,0,0,1,4,4,5,2,2,2,2,5,2,5
394,1,Ms. Lisa Leonard,yes,2010.0,Non-Premium,Party,5453,0,5,0,1,1,0,1,1,4,3,5,3,5,1
395,1,Mr. Kenneth Morales,yes,1976.0,Non-Premium,Party,5637,5,5,5,4,4,5,4,4,4,2,5,5,5,4
396,1,Mr. David Brown,yes,1965.0,Premium,Strategy,4751,5,5,5,5,4,4,5,4,4,5,4,4,4,3
397,0,Ms. Stacey Nelson,yes,2013.0,Premium,Thematic,5074,3,1,1,1,3,3,2,3,3,2,4,1,4,3
398,0,Mr. Eric Sullivan,yes,1954.0,Premium,Party,5406,3,1,1,1,3,3,3,3,1,3,3,2,3,3
399,1,Ms. Alicia Campbell,yes,1991.0,Non-Premium,Party,3762,1,1,1,1,4,4,4,4,3,3,4,3,5,4
400,1,Ms. Whitney Richardson MD,yes,1953.0,Non-Premium,Party,6769,3,3,5,3,3,5,4,4,4,4,4,5,4,5
401,1,Ms. Jennifer Schultz,yes,1992.0,Premium,Party,1489,4,4,4,4,4,4,4,3,1,4,1,4,5,4
402,0,Mr. David Thompson,no,1977.0,Premium,Party,5379,1,2,1,4,5,1,5,5,4,3,4,1,3,5
403,1,Ms. Alexandra Fowler,yes,1973.0,Premium,Party,6635,5,2,2,2,1,3,3,5,5,5,5,1,5,4
404,0,Ms. Jane Martinez,yes,1946.0,Premium,Party,6806,2,4,4,4,5,3,4,2,2,2,2,3,2,3
405,1,Mr. Jeffrey Allen,no,2001.0,Premium,Party,5228,4,4,4,5,2,4,2,2,5,2,1,5,5,2
406,0,Mr. David Patrick,yes,1961.0,Non-Premium,Party,4976,4,5,4,2,2,4,1,2,3,5,1,1,5,2
407,1,Ms. Diane Thomas,yes,1994.0,Premium,Strategy,4118,5,5,5,5,4,3,4,4,5,3,4,3,4,4
408,0,Mr. Jeffery Rodriguez,yes,1955.0,Non-Premium,Party,3460,3,3,2,3,3,2,3,3,3,5,3,1,3,3
409,1,Ms. Sonya Anderson,yes,1997.0,Non-Premium,Party,3990,2,2,2,2,5,5,4,5,5,5,5,4,5,5
410,1,Mr. Brian Stanley,no,2002.0,Premium,Strategy,4621,4,2,4,4,5,4,3,5,4,3,5,4,4,5
411,0,Ms. Sabrina Pierce,no,1996.0,Premium,Strategy,5662,3,5,3,2,5,3,5,5,5,4,5,3,4,5
412,1,Mr. Daniel Ruiz,yes,1984.0,Premium,Strategy,3083,1,1,1,1,5,4,5,5,5,5,5,5,5,5
413,0,Ms. Kathleen Anderson,yes,1984.0,Non-Premium,Party,5171,4,4,5,1,5,5,2,5,3,2,4,5,4,5
414,1,Ms. Elizabeth Fischer,no,,Premium,Strategy,5162,5,4,5,4,4,5,4,4,4,2,5,4,5,4
415,0,Mr. William White,no,1985.0,Premium,Party,5676,2,0,2,2,4,2,2,4,1,1,2,5,5,4
416,1,Mr. Stephen Smith,yes,1999.0,Premium,Thematic,4487,4,3,3,3,4,5,4,4,4,5,1,3,4,4
417,1,Ms. Sarah Newton,yes,1969.0,Non-Premium,Party,4400,5,3,5,3,3,5,3,3,4,2,3,1,5,3
418,1,Mr. Jason Norris,yes,1963.0,Premium,Strategy,4453,3,3,3,3,5,4,4,5,5,5,5,4,5,3
419,0,Mr. David Dudley,yes,1979.0,Premium,Thematic,4401,2,5,3,5,2,2,2,2,1,4,3,3,3,2
420,1,Mr. Paul Stevens,yes,1976.0,Premium,Strategy,4748,3,2,3,3,4,4,4,2,2,2,2,3,2,4
421,1,Ms. Mary Powers,yes,1974.0,Premium,Strategy,6000,4,4,1,4,5,3,1,3,3,3,3,3,3,3
422,1,Ms. Kayla Miller,yes,1995.0,Non-Premium,Party,5479,4,3,4,3,4,4,4,4,2,5,4,2,2,4
423,1,Ms. Wanda Sloan MD,yes,2013.0,Non-Premium,Party,5178,2,2,2,2,2,4,5,4,4,4,4,5,4,3
424,0,Ms. Teresa Bryant,yes,1982.0,Non-Premium,Party,5446,4,5,4,3,3,4,3,3,3,4,4,5,4,3
425,0,Mr. Michael Warren,yes,2002.0,Non-Premium,Party,5404,2,4,2,1,5,2,5,5,4,5,2,5,4,5
426,1,Ms. Stephanie Jones,yes,1943.0,Premium,Party,6936,4,2,2,2,4,1,2,4,4,4,4,3,4,4
427,1,Mr. Mr. Michael Richards,yes,1978.0,Premium,Strategy,5614,2,2,2,2,4,5,5,5,5,5,5,3,5,5
